2024-07-14 15:38:40,099 [Worker-5: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2024-07-14 15:39:44,313 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2024-07-14 15:39:44,383 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2024-07-14 15:39:44,451 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2024-07-14 15:39:44,503 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2024-07-14 15:39:44,541 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2024-07-14 15:39:44,606 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2024-07-14 15:39:44,675 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
2024-07-14 15:39:44,745 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
2024-07-14 15:39:44,814 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
2024-07-14 15:39:44,865 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
2024-07-14 15:39:44,948 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2024-07-14 15:39:45,117 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2024-07-14 15:40:45,151 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313 [645])
2024-07-14 15:40:45,153 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313
2024-07-14 15:40:45,153 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\aopalliance-1.0.jar
2024-07-14 15:40:45,153 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\guice-5.1.0.jar
2024-07-14 15:40:45,155 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\httpclient-4.5.14.jar
2024-07-14 15:40:45,155 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\httpcore-4.4.16.jar
2024-07-14 15:40:45,155 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\jansi-2.4.1.jar
2024-07-14 15:40:45,155 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\jcl-over-slf4j-1.7.36.jar
2024-07-14 15:40:45,156 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-artifact-3.9.7.jar
2024-07-14 15:40:45,156 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-builder-support-3.9.7.jar
2024-07-14 15:40:45,156 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-compat-3.9.7.jar
2024-07-14 15:40:45,156 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-core-3.9.7.jar
2024-07-14 15:40:45,156 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-embedder-3.9.7.jar
2024-07-14 15:40:45,156 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-model-3.9.7.jar
2024-07-14 15:40:45,157 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-model-builder-3.9.7.jar
2024-07-14 15:40:45,157 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-plugin-api-3.9.7.jar
2024-07-14 15:40:45,157 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-repository-metadata-3.9.7.jar
2024-07-14 15:40:45,157 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-api-1.9.20.jar
2024-07-14 15:40:45,157 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-connector-basic-1.9.20.jar
2024-07-14 15:40:45,157 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-impl-1.9.20.jar
2024-07-14 15:40:45,158 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-named-locks-1.9.20.jar
2024-07-14 15:40:45,159 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-provider-3.9.7.jar
2024-07-14 15:40:45,159 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-spi-1.9.20.jar
2024-07-14 15:40:45,159 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-transport-file-1.9.20.jar
2024-07-14 15:40:45,161 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-transport-http-1.9.20.jar
2024-07-14 15:40:45,161 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-transport-wagon-1.9.20.jar
2024-07-14 15:40:45,161 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-resolver-util-1.9.20.jar
2024-07-14 15:40:45,161 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-settings-3.9.7.jar
2024-07-14 15:40:45,161 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-settings-builder-3.9.7.jar
2024-07-14 15:40:45,162 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\maven-shared-utils-3.4.2.jar
2024-07-14 15:40:45,162 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\org.eclipse.sisu.inject-0.9.0.M2.jar
2024-07-14 15:40:45,162 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\org.eclipse.sisu.plexus-0.9.0.M2.jar
2024-07-14 15:40:45,162 [Worker-2: Launching mavenrun-11049b69-3fe9-4bdc-9802-834c2d9d4742] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.700.20240602-2313\jars\plexus-build-api-0.0.7.jar
